Description,DescValue
"8.	trouble-shoot",2
"9.	assist",2
trade,43
administrators,84
tickets,61
"10.	follow-up",2
valid,47
driverâ€™s,12
license,128
read,84
posting,222
carefully,56
stations,147
retention,97
regulators,93
tide,54
gates,62
laboratories,81
sludge,80
description:,187
lan/wan,20
tier,18
"â€¢	install",5
configure,90
routers,10
wan,9
acceleration,10
"â€¢	use",16
cisco,22
solarwinds,2
riverbed,4
cascade,2
steelheads,2
intrushield,2
syslog,2
foundstone,2
"â€¢	monitor",54
optimum,7
alleviating,2
bottlenecks,6
"â€¢	apply",14
vpn,11
firewall,17
"â€¢	follow",10
"â€¢	participate",190
"â€¢	liaise",31
acs,200
"â€¢	work",185
backoffice,2
"â€¢	configure",4
sslvpn,2
pptp,2
proxy,8
webgateway,2
mcafee,2
filtering,7
ipsec,2
encryption,6
intrusion,12
detection,24
csacs):,2
tacacs+,2
radius,4
nac,2
"â€¢	maintain",129
topology,2
diagrams,31
visio,9
"â€¢	perform",214
alerts,31
24x7,22
availability,111
tac,2
protocol,20
failures/outages,2
incident,179
"â€¢	escalate",2
hardware/software,12
"â€¢	respond",32
configurations,30
management/support,2
inventory,209
hardware,131
assets,180
"â€¢	occasional",2
closets,2
"â€¢	available",4
hours,206
researching,120
applicability,4
hazard,59
interpreting,42
illness,75
recordkeeping,6
revising,20
guidelines,235
trending,19
patterns,81
promulgated,5
identified,97
hasps,2
attending,54
taking,84
osha,55
dol,4
epa,14
dec,22
fdny,45
driver,51
employment,330
invested,19
150,10
tradition,26
decades,9
generations,6
conformance,70
departmentâ€™s,135
cbmo,9
present,140
analytic,112
descriptive,29
supervisory,94
conveyance,132
discharges,11
bureauâ€™s,126
demonstration,12
separate,18
properties,190
southeastern,2
waterbodies,6
includes:,12
npdes,2
swppps,4
bmps,15
post,67
sediment,5
grading,17
paving,6
yard,11
site-specific,6
interpretation,53
geotechnical,24
disciplines,66
pertinent,121
justification,7
climate,34
floatables,4
settleable,4
trash,6
debris,11
methodology,41
rate,52
floatable,2
land,306
reduction,106
transfer,44
"â€¢	assist",334
meeting,198
agendas,35
forward,26
"â€¢	gather",8
spatial,19
displayed,26
on-going,55
interpersonal,31
consists,86
affairs,293
six,64
as:,35
formatting,11
proof-reading,1
correct,79
typographical,1
grammatical,1
errors,27
contents,3
headings,1
cross-references,1
defined,49
terms,55
helping,126
plain,4
e-discovery,9
foil,71
telephones,38
messages,40
sending,9
opening,34
submitting,28
transportationâ€˜s,2
hire,457
administrator,92
hosting,10
administratorâ€™s,2
resource,216
commvault,2
simpana,2
solution,49
secondary,10
roles,46
encompass,10
active,300
directory,65
exchange,44
windows,90
head,25
exercising,13
backups,24
rotations,2
vm,2
indexing,16
de-duplication,2
libraries,19
servers,67
upgrade,76
user,231
stores,17
adhere,48
manufacturer's,4
incorporated,24
connection,167
requisite,23
permits,163
examines,16
iv,22
corrections,29
"35,000",2
amend,4
adoptions,2
paternities,2
"	deliver",6
"	review",12
submitted,174
"	",68
answer,63
"	addresses",2
solves,4
correction,77
affirmative,18
litigation,206
interfacing,38
automation,40
technology:,4
2010/2013,8
net,69
vb,4
/,138
c#,14
store,10
procedure/ssis,4
migrate,7
schema,12
2008/2012,4
/external,4
foundation,21
tfs,8
crystal,8
part,363
quantitative/statistical,2
mapping,78
ece,12
decision-making,172
"â€¢	provide",222
hands-on,50
contracted,141
navigate,8
known,20
accis,5
web-based,39
enrollment,22
wes,4
"â€¢	resolve",10
inconsistencies,6
"â€¢	extract",2
"â€¢	create",64
"â€¢	supervise",48
quantitative,94
"â€¢	produce",15
impacts,48
"â€¢	review",125
reliability,43
relevance,6
incorporate,22
measurement,56
"â€¢	test",4
accis/successor,2
"â€¢	correct",2
break-downs,2
exceptions,7
user-friendly,6
"â€¢	lead",60
sw,16
#6020,2
promotional,80
#6514,2
already,77
whether,81
exams,36
copy,98
confirmation,5
receipt,46
time,460
receivables,13
cprs,10
enhanced,54
payment-related,6
financeâ€™s,2
developed,73
repository,18
consolidate,12
30,36
agenciesâ€™,34
legacy,56
processor,6
products,204
reconciliation,66
dynamic,119
member,150
offerings,27
initial,57
pilot,50
implementations,22
extending,8
rollout,18
workflows,36
involve,61
ledger,2
source,96
artifacts,21
dof,145
fit,30
clarify,9
revise,30
goes,4
live,28
owners/stakeholders,2
functional,156
non-functional,4
multidivisional,2
multi-agency,22
"41,199.00",2
$,2
"47,379.00",2
veterinary,29
pest,53
animal/vector,2
borne,4
animal,26
hazards,97
nuisances,16
uncontrolled,4
unregulated,4
animals,22
rodent,14
populations,85
pathogens,11
vector-borne,4
mosquitoes,6
exterminations,4
cleanup,20
failed,3
establishments,22
multi-family,22
campuses,22
catch,122
basins,62
"sidewalks,&",2
rat,40
infestations,10
conducive,2
infestation,10
investigate,92
sightings,2
unsanitary,2
notes,42
electronically,18
directed,137
aphs,16
issue,91
tribunal,53
summonses,60
non-compliance,26
sanitary,88
hearing,63
presence,40
escalation,37
ccrs,3
ccr,1
escalated,12
spreadsheet,31
validate,33
note,56
representative,110
sitting,4
extended,31
periods,24
headset,1
screens,5
speaking,31
calmly,3
elicit,23
instruction,25
flow,134
callers,6
listening,5
judgments,6
timing,3
distance,6
nurses,91
salary,34
range:,2
$33.07 ,2
$38.03 ,2
hourly,4
35,27
hours/week,11
bsh,48
advocate,44
well-being,54
adolescents,35
bnd,9
nurse/phn,9
phn,13
nursing,218
preceptor,11
hired,41
assistants,19
hires,25
compile,54
workflow,83
competency,33
in-service,38
designated,70
offers,85
amazing,6
protecting,57
unmatched,2
collects,14
result,271
investments,120
cleanest,2
portfolios,20
$387 ,2
robust,38
96,6
microbiology,12
transporting,30
waterways,144
led,16
commissioners,26
divisions:,9
"â€¢	plant",2
"â€¢	collections",2
residuals,4
"â€¢	engineering",2
"â€¢	capital",4
asset,263
"â€¢	regulatory",4
"â€¢	environmental",2
leading,154
sustaining,29
national,69
reputation,2
excellence,33
good,89
tremendous,2
importance,21
collaboratively,73
sea,6
rise,4
energy,150
realizing,2
substantial,43
consumption,26
employing,19
reuse,4
methane,6
addition,383
extremely,56
controversial,2
water-quality,2
for:,51
"â€¢	directing",8
bureau's,42
"â€¢	developing",54
alternative,31
"â€¢	representing",24
addressed,50
"â€¢	establishing",18
"â€¢	coaching",4
optimizes,2
executives,26
understood,13
passion,13
recruit,40
retain,7
talent,28
nationwide,2
visibility,25
nationally,31
peers,10
associations,59
part-time,33
103,8
urgent,117
medication,145
nonpublic,12
follow-up,198
conjunction,74
audiovisual,14
doctors,20
"â€¢	configure/support/troubleshoot",8
websphere,14
mq,10
queues,10
channels,41
connecting,18
cityshare,4
message,18
broker,8
called,37
aaps,2
adapter,2
iway,4
ibm,26
stored,24
tivoli,4
"â€¢	proactively",2
datashare,2
"â€¢	troubleshoot",10
debugging,4
wmb,2
wmq,2
adapters,2
queue,9
"â€¢	perfrom",2
newborn,24
home,182
visiting,56
nhvp,47
effort,118
â€œhaving,9
babyâ€,9
visits,234
infant,147
breastfeeding,25
sleep,21
maternal,155
south,39
bronx,88
north/central,15
east/central,15
harlem,31
embarked,13
women,126
homeless,72
shelters,75
highest,213
rates,71
poor,29
newborns,10
residing,26
"		",15
"â€¢	answer",13
expeditiously,10
professionally,22
send,24
faxes,6
"updated.	",2
"â€¢	support",88
calendars,44
advisor,146
requisitions,96
memos,106
incentives,16
distributed,47
program-sponsored,6
example:,6
crib,6
took,4
#5011,3
#5517,5
contacted,3
enforcement,573
enhancing,93
restructuring,15
alternatives,46
practical,22
distribution's,30
delivered,98
pressure,107
volume,63
consumers,106
bws,48
initiation,73
engineers,345
bwso,226
mta,44
con,33
edison,33
interest,141
affect,74
due,104
trunk,66
shutdowns,35
play,102
breaks,54
fires,50
cross,96
trained,42
sexually,57
transmitted,51
sexual,192
:,9
polices,10
bstdc,81
clinic,57
setting:,1
epidemiologic,11
2936,3
pouch,7
expedite,20
infected,13
exposed,11
stds,9
reactors,3
suspects,8
std,97
input,103
keeping,63
advising/interviewing,3
stds/hiv,3
needing,6
std/hiv,3
phlebotomy,7
patient,99
setting,72
principal,111
paa,8
establishment,46
crucial,25
dhs,80
updating,158
spreadsheets,87
entering,95
date,40
records/distribute,4
logistics,83
announcements,10
meeting/event,4
lists,48
letters,114
indicator,6
sanitarian,16
m3,2
flushing,23
four,57
ttrs,10
revised,23
procure,45
training's,2
prioritize,49
revision,16
50+,10
simplify,4
streamline,69
trigger,2
impacted,20
9+,2
workers,180
psychosocial,16
interaction,40
shelter,42
integral,35
living,60
engagement,202
self-sufficiency,22
observations,51
orienting,4
interventions,134
high-risk,8
citywide/community,2
linkages,26
health/subject,2
at-risk,14
represent,234
â€¢ensure,21
160/161,2
pending,37
pay,26
adjustments,70
contractual,53
additions,13
gross,4
retroactive,1
â€¢analyze,6
700,12
bi-weekly,9
â€¢implement,7
bulletin,1
fisa,16
fulfill,40
â€¢process,7
managerial,102
lump,2
sum,1
â€¢examine,4
700/160,1
overpayment,1
recoupment,2
â€¢work,37
timekeeping,53
payroll/personnel,1
â€¢resolve,1
e-mail,4
opa,33
olr,7
comptroller,71
â€¢pay,1
unused,5
leave,81
separated,3
balance,52
thresholds,12
â€¢serve,20
w2,2
racs,1
pms,15
chrms,9
eforms,4
estubs,2
â€¢reset,1
â€¢perform,18
vehicle/parking,1
fringe,2
benefit,41
â€¢sort,1
paychecks,7
paystubs,1
stop,15
refunding,3
â€¢complete,1
â€¢assist,48
specialists,76
maximization,13
helps,80
dohmhs,2
left,6
vacant,21
could,23
ultimately,11
non-compliant,16
unable,12
personal,99
services/other,2
budgeting,44
budgetary,53
summary,88
implications,28
contrak,2
organizational,133
strengthens,16
lens,20
teens,24
nyctc,6
exciting,56
teachers,6
aim,17
foster,259
informed,78
choices,10
know,6
go,24
"â€¢	implement",20
partnering,31
teen-friendly,2
staten,95
"â€¢	works",39
evidence-based,61
school-based,24
offer,69
teenâ€“accessible,2
"â€¢	oversee",113
communityâ€“based,2
"â€¢	collect",19
â€“based,4
youth-serving,2
finance/tax,1
trainer,35
division's,52
"""training",1
"unit""",1
expansion,48
audit-related,8
non-audit,1
curricula,18
liaise,82
dcas,239
confer,13
trainers,22
attendance,44
aligns,8
deploys,6
hubs,4
revitalizing,2
underutilized,4
east,76
co-locate,3
dental,10
galvanize,2
hub,22
partner's,2
occupancy,20
accelerate,2
procuring,26
acts,64
administered,51
notice,167
nov,6
concern,17
eap,6
id#,6
lats,6
â€œincident,6
databaseâ€,6
rolled,4
near,13
applies,20
walk-throughs,4
qa/qc,38
entries,39
accommodate,22
force,80
wpv,4
position:,3
session,23
operates,167
2015-2016,1
free,53
urine,1
chlamydia,1
gonorrhea,3
positive,123
classroom,25
â€¢monitoring,1
specimens,31
restrooms,1
sorting,13
packaging,3
slips,11
specimen,26
bathrooms,1
medicine,7
aid,50
treatment/counseling,1
elicitation,13
suspect,3
possible,89
spread,23
infection/condition,1
locating,12
diagnostic,17
prophylaxis,3
following-up,5
index,16
re-testing,2
â€¢overseeing,11
indeterminate,1
capable,149
surrounding,152
$10b,90
$3b,80
allow,142
whole,94
continue,134
exemplary,122
wwcp,76
lefrak,49
accountable,109
subordinate,80
correspondences,20
accessing,20
alterations,16
writes,12
architects,51
non,34
ã¢â‚¬â€œpublic,2
consult,50
coordinated,48
school-wide,12
share,207
ã¢â‚¬â¢,14
inspectors,153
ny,261
excessive,20
contaminates,4
alleging,12
emissions,22
atmosphere,6
improper,22
loud,4
sound,42
things,22
machinery,39
amplifiers,4
complainants,20
instructs,12
lessees,5
agents,40
superintendents,8
hand-held,2
testifies,23
micro-ringlemann,4
sanitarians,55
promotes,130
animal-borne,8
controlling,34
regulating,27
reservoir,58
governing,35
relative,27
assigning,38
geographical,8
proximity,4
approving,28
inspectional,16
subways,4
analyst/case,2
tablets,36
boards,107
legislators,12
council,88
summarizing,71
town,7
hall,68
exterminating,14
walk,14
academies,4
fulfills,13
rehabilitation,125
advocacy,71
assisted,60
outpatient,80
community-integrated,10
aot,42
legislature,18
kendraâ€™s,12
amendment,23
individuals,282
